Date,Symbol,Total Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Win Rate,Avg Win,Avg Loss,Profit Factor,Trade Count
2025-06-25,XOM,-0.047117,-0.232334,0.029746,-8.483,-0.121764,0.317,15.8998,-7.9887,1.9903,1482
2025-06-26,XOM,-0.033355,-0.166307,0.029705,-6.272,-0.121764,0.3194,15.9578,-7.9158,2.016,1504
2025-06-27,XOM,-0.03852,-0.186353,0.029652,-6.9592,-0.121764,0.3205,15.8632,-7.9672,1.9911,1531
2025-06-30,XOM,-0.046785,-0.218406,0.02943,-8.1008,-0.121764,0.3174,15.8052,-7.924,1.9946,1560
2025-07-01,XOM,-0.036793,-0.17216,0.029716,-6.4666,-0.121764,0.3197,15.9524,-7.9436,2.0082,1585
2025-07-02,XOM,-0.023421,-0.110508,0.029951,-4.3573,-0.121764,0.3212,16.2004,-7.9446,2.0392,1615
2025-07-03,XOM,-0.026789,-0.123305,0.029864,-4.7986,-0.121764,0.3217,16.1243,-7.9645,2.0245,1636
2025-07-07,XOM,-0.037695,-0.166977,0.029693,-6.2971,-0.121764,0.3169,16.1606,-7.929,2.0382,1672
2025-07-08,XOM,-0.015507,-0.070336,0.0305,-2.9618,-0.121764,0.3202,16.4509,-7.9256,2.0757,1696
2025-07-09,XOM,-0.019849,-0.087768,0.030285,-3.5584,-0.121764,0.322,16.1827,-7.9061,2.0469,1724
2025-07-10,XOM,-0.00901,-0.039913,0.030455,-1.9673,-0.121764,0.3225,16.2641,-7.8415,2.0741,1750
2025-07-11,XOM,-0.00838,-0.036522,0.030303,-1.8653,-0.121764,0.3249,16.1054,-7.841,2.054,1775
2025-07-14,XOM,-0.025467,-0.106029,0.030077,-4.1901,-0.121764,0.3218,15.9966,-7.8607,2.035,1811
2025-07-15,XOM,-0.051424,-0.201873,0.029954,-7.4072,-0.121764,0.3174,15.9589,-7.9542,2.0064,1849
2025-07-16,XOM,-0.063276,-0.240079,0.029813,-8.7237,-0.121764,0.3177,15.7964,-7.9999,1.9746,1879
2025-07-17,XOM,-0.071429,-0.263726,0.029584,-9.5905,-0.121764,0.3152,15.6949,-7.9378,1.9772,1913
2025-07-18,XOM,-0.082384,-0.294926,0.029634,-10.6274,-0.132663,0.3122,15.8044,-7.9775,1.9811,1950
2025-04-21,CVX,-0.008075,-0.870377,0.025453,-34.9816,-0.013808,0.3077,10.7188,-10.7453,0.9975,27
2025-04-22,CVX,0.022648,15.807555,0.041228,382.9327,-0.013808,0.4783,23.3641,-8.8348,2.6446,47
2025-04-23,CVX,0.022817,5.652926,0.046165,122.0163,-0.02254,0.381,27.0933,-10.8224,2.5034,82
2025-04-24,CVX,0.027413,4.494731,0.040343,110.9159,-0.02254,0.4167,21.2695,-9.9709,2.1332,118
2025-04-25,CVX,0.019049,1.58842,0.038927,40.2918,-0.02254,0.411,19.322,-10.5271,1.8355,145
2025-04-28,CVX,0.024598,1.774922,0.037491,46.8094,-0.02254,0.4,19.4943,-9.7807,1.9931,167
2025-04-29,CVX,0.015001,0.70922,0.035798,19.2528,-0.022907,0.38,18.5137,-9.734,1.902,195
2025-04-30,CVX,0.010965,0.409878,0.035558,10.9647,-0.037828,0.4103,16.9959,-10.7639,1.579,227
2025-05-01,CVX,0.014304,0.488375,0.03626,12.9173,-0.037828,0.4091,17.6868,-11.0221,1.6047,257
2025-05-02,CVX,0.033239,1.279603,0.042873,29.3796,-0.040181,0.4027,20.7839,-11.5218,1.8039,291
2025-05-05,CVX,0.012282,0.322671,0.042909,7.0537,-0.040181,0.3939,20.0284,-12.1997,1.6417,320
2025-05-06,CVX,0.011501,0.271419,0.0414,6.0729,-0.040181,0.3867,19.7638,-11.7729,1.6787,353
2025-05-07,CVX,0.014315,0.317211,0.040253,7.3836,-0.040181,0.3909,19.0686,-11.4404,1.6668,383
2025-05-08,CVX,0.024906,0.557087,0.03955,13.5799,-0.040181,0.4019,18.7343,-11.2611,1.6636,407
2025-05-09,CVX,0.027949,0.588992,0.039023,14.5811,-0.040181,0.4036,18.441,-11.0779,1.6647,437
2025-05-12,CVX,0.034517,0.706546,0.041979,16.3546,-0.040181,0.3884,19.9057,-11.088,1.7952,475
2025-05-13,CVX,0.031384,0.581012,0.040993,13.6857,-0.040181,0.3813,19.6882,-10.819,1.8198,505
2025-05-14,CVX,0.017596,0.276607,0.039844,6.4403,-0.040181,0.361,19.5377,-10.3755,1.8831,540
2025-05-15,CVX,0.026428,0.413352,0.039187,10.0378,-0.040181,0.3737,18.8268,-10.2602,1.8349,563
2025-05-16,CVX,0.029199,0.437118,0.038271,10.8991,-0.040181,0.3725,18.398,-9.9099,1.8565,596
2025-05-19,CVX,0.023524,0.321834,0.037451,8.0594,-0.040181,0.3707,17.9316,-9.7873,1.8321,627
2025-05-20,CVX,0.010469,0.126702,0.036423,2.9296,-0.040619,0.3567,17.6059,-9.446,1.8638,667
2025-05-21,CVX,0.006599,0.074727,0.035773,1.5298,-0.044293,0.3538,17.3934,-9.3318,1.8639,701
2025-05-22,CVX,0.009375,0.102935,0.035479,2.3376,-0.050142,0.3512,17.4923,-9.2107,1.8991,726
2025-05-23,CVX,0.000125,0.001264,0.035245,-0.5316,-0.050439,0.3522,17.3113,-9.408,1.8401,758
2025-05-27,CVX,-0.006131,-0.057869,0.034661,-2.2466,-0.05638,0.3489,17.028,-9.2787,1.8352,792
2025-05-28,CVX,-0.015743,-0.137655,0.034088,-4.6249,-0.065505,0.3412,16.843,-9.0971,1.8515,825
2025-05-29,CVX,-0.010218,-0.088289,0.03397,-3.1877,-0.065505,0.3455,16.8017,-9.1041,1.8455,854
2025-05-30,CVX,-0.023888,-0.189493,0.033649,-6.2259,-0.075138,0.3399,16.6963,-9.1268,1.8294,886
2025-06-02,CVX,-0.029212,-0.220449,0.033502,-7.1772,-0.082745,0.3447,16.3849,-9.2503,1.7713,914
2025-06-03,CVX,-0.023201,-0.173721,0.033887,-5.7167,-0.082745,0.3457,16.4826,-9.1942,1.7927,945
2025-06-04,CVX,-0.04511,-0.304766,0.033512,-9.691,-0.093388,0.3393,16.3042,-9.2755,1.7578,981
2025-06-05,CVX,-0.052049,-0.335144,0.033071,-10.7389,-0.100229,0.3333,16.1746,-9.0902,1.7793,1010
2025-06-06,CVX,-0.041503,-0.269612,0.033401,-8.6707,-0.102203,0.3321,16.5027,-8.9781,1.8381,1042
2025-06-09,CVX,-0.046753,-0.2916,0.033046,-9.4293,-0.102203,0.3279,16.3978,-8.8401,1.8549,1072
2025-06-10,CVX,-0.051519,-0.309442,0.032956,-9.9965,-0.102203,0.3292,16.3066,-8.905,1.8312,1104
2025-06-11,CVX,-0.052539,-0.307588,0.032626,-10.0407,-0.102203,0.3333,15.991,-8.889,1.799,1145
2025-06-12,CVX,-0.058159,-0.327907,0.032527,-10.6961,-0.109198,0.3328,15.9062,-8.9002,1.7872,1171
2025-06-13,CVX,-0.025108,-0.151521,0.034889,-4.9162,-0.109198,0.3382,16.5143,-8.8481,1.8664,1205
2025-06-16,CVX,-0.038086,-0.217005,0.034845,-6.8017,-0.109198,0.3412,16.2281,-9.0105,1.801,1239
2025-06-17,CVX,-0.026888,-0.154245,0.03456,-5.0418,-0.109198,0.3466,16.0478,-8.9344,1.7962,1269
2025-06-18,CVX,-0.047767,-0.254481,0.03433,-7.9953,-0.109198,0.3423,15.8819,-8.9896,1.7667,1301
2025-06-20,CVX,-0.049039,-0.255229,0.034054,-8.0822,-0.109198,0.3421,15.7777,-8.9263,1.7676,1337
2025-06-23,CVX,-0.042299,-0.219273,0.034005,-7.0364,-0.109198,0.3414,15.9921,-8.8987,1.7971,1369
2025-06-24,CVX,-0.048133,-0.241373,0.033808,-7.7311,-0.109198,0.3408,15.8668,-8.8781,1.7872,1399
2025-06-25,CVX,-0.051437,-0.251205,0.033549,-8.0838,-0.109198,0.3379,15.7782,-8.7534,1.8025,1427
2025-06-26,CVX,-0.043399,-0.211711,0.033293,-6.9598,-0.109198,0.3427,15.5575,-8.697,1.7888,1455
2025-06-27,CVX,-0.047211,-0.224232,0.033045,-7.391,-0.109198,0.3442,15.3331,-8.6773,1.767,1482
2025-06-30,CVX,-0.048773,-0.226753,0.032783,-7.5269,-0.109198,0.3449,15.1455,-8.6133,1.7584,1509
2025-07-01,CVX,-0.031756,-0.150107,0.033168,-5.1286,-0.109198,0.3477,15.376,-8.6084,1.7862,1533
2025-07-02,CVX,-0.024924,-0.117252,0.033227,-4.1308,-0.109198,0.3491,15.4563,-8.609,1.7954,1560
2025-07-03,CVX,-0.027896,-0.128127,0.03312,-4.4725,-0.109198,0.3498,15.4111,-8.6415,1.7834,1581
2025-07-07,CVX,-0.036199,-0.160804,0.032968,-5.4842,-0.109198,0.3486,15.3492,-8.6616,1.7721,1612
2025-07-08,CVX,-0.008314,-0.038209,0.033637,-1.7305,-0.109198,0.3511,15.8024,-8.6525,1.8263,1640
2025-07-09,CVX,-0.019309,-0.085461,0.033351,-3.1622,-0.109198,0.3496,15.5943,-8.6118,1.8108,1676
2025-07-10,CVX,-0.003166,-0.014169,0.03371,-1.0136,-0.109198,0.352,15.6474,-8.537,1.8329,1705
2025-07-11,CVX,-0.003652,-0.016047,0.033699,-1.0697,-0.109198,0.3529,15.6564,-8.5798,1.8248,1728
2025-07-14,CVX,-0.013708,-0.058209,0.033502,-2.3344,-0.109198,0.35,15.6341,-8.5746,1.8233,1756
2025-07-15,CVX,-0.031317,-0.12707,0.033339,-4.4113,-0.109198,0.3446,15.6657,-8.5843,1.8249,1786
2025-07-16,CVX,-0.04317,-0.169183,0.03308,-5.7189,-0.109198,0.3422,15.55,-8.559,1.8168,1822
2025-07-17,CVX,-0.039938,-0.154964,0.03299,-5.3036,-0.109198,0.3421,15.5777,-8.5288,1.8265,1845
2025-07-18,CVX,-0.034953,-0.134639,0.036241,-4.267,-0.109198,0.3448,16.253,-8.9208,1.8219,1877
2025-04-21,combined,10.252762,8.26603910040899e+264,29.709446,2.782293213851966e+263,-0.980863,0.4825,55853.72,-51835.3263,1.0775,573
2025-04-22,combined,38.552035,1.7509442908723305e+201,26.45991,6.617347866327506e+199,-0.981727,0.5,64776.7148,-64322.6272,1.0071,1135
2025-04-23,combined,11.219494,2.0533881949781675e+91,25.011403,8.209808198832731e+89,-0.982502,0.5033,61595.7722,-62326.6331,0.9883,1835
2025-04-24,combined,6.216299,1.1852660481120554e+54,24.454562,4.846809459273414e+52,-0.982698,0.5106,60639.3155,-63237.5479,0.9589,2500
2025-04-25,combined,11.958684,1.1832297714250657e+56,24.425099,4.8443191628579286e+54,-0.982736,0.5064,60260.3192,-61766.905,0.9756,3141
2025-04-28,combined,3.108448,5.949325436331729e+25,24.195978,2.458807580479103e+24,-0.982895,0.5082,58884.3566,-60841.191,0.9678,3721
2025-04-29,combined,1.792988,1.1441526339581056e+16,24.633356,464472901290414.0,-0.982895,0.5053,59202.4307,-60461.7705,0.9792,4364
2025-04-30,combined,10.554733,2.998732219385885e+33,24.401275,1.2289244174073247e+32,-0.982895,0.504,59240.6353,-60170.0049,0.9846,5001
2025-05-01,combined,3.153156,2.063431887169968e+17,24.74909,8337404929463579.0,-0.983086,0.5033,59922.0809,-60722.9393,0.9868,5685
2025-05-02,combined,11.360291,3.304634771151873e+27,24.801309,1.3324436977481874e+26,-0.983086,0.5042,60220.7962,-61207.1738,0.9839,6386
2025-05-05,combined,9.454711,2.2465275125558832e+23,24.94762,9.004977229730214e+21,-0.983725,0.5038,60009.7362,-60908.6648,0.9852,7004
2025-05-06,combined,8.898254,8.067348470522709e+20,24.912977,3.2382113592461816e+19,-0.983954,0.5049,60014.1306,-61197.2455,0.9807,7702
2025-05-07,combined,14.507458,1.1972145066051888e+23,24.791095,4.82921192104802e+21,-0.98417,0.5068,60172.7488,-61819.2618,0.9734,8421
2025-05-08,combined,25.56489,4.340546490870526e+25,24.982515,1.7374337458161154e+24,-0.98417,0.5053,60976.6266,-62249.2024,0.9796,9047
2025-05-09,combined,12.821599,1.450036909086747e+19,24.905149,5.82223748276532e+17,-0.984217,0.5045,61341.756,-62448.5471,0.9823,9708
2025-05-12,combined,1.714367,6765176.488466,25.078826,269756.5063,-0.984394,0.5039,61548.6613,-62521.1528,0.9844,10459
2025-05-13,combined,10.811944,7862982252652014.0,25.063681,313720173839773.7,-0.984913,0.5041,62053.7137,-63072.5017,0.9838,11058
2025-05-14,combined,17.806175,6.921603213010159e+17,25.19672,2.747025495299419e+16,-0.984913,0.5036,62028.7186,-62902.5309,0.9861,11763
2025-05-15,combined,9.78749,50094069782303.13,25.397577,1972395595244.4707,-0.984913,0.5035,62671.7998,-63537.8579,0.9864,12407
2025-05-16,combined,2.80542,20562365.814519,25.325216,811932.5064,-0.985327,0.5026,62682.8886,-63338.2914,0.9897,13044
2025-05-19,combined,10.925876,8277196544646.343,25.306594,327076665836.336,-0.985378,0.503,62778.2443,-63534.4638,0.9881,13697
2025-05-20,combined,10.046274,890354780422.8722,25.352392,35119163045.6683,-0.985378,0.5023,62915.1948,-63480.5515,0.9911,14324
2025-05-21,combined,33.128787,6.275842008794424e+16,25.329092,2477720836333923.5,-0.98543,0.502,62712.2079,-63180.2146,0.9926,14958
2025-05-22,combined,28.929244,3155043356064954.0,25.297405,124718061606122.34,-0.98543,0.5017,62506.0384,-62901.6715,0.9937,15540
2025-05-23,combined,6.92277,1149954409.688838,25.439594,45203331.5022,-0.985496,0.5021,62368.4358,-62881.0935,0.9918,16225
2025-05-27,combined,34.852467,1166478986947957.5,25.640362,45493858806213.39,-0.985496,0.5021,62745.1149,-63254.8447,0.9919,16924
2025-05-28,combined,10.254171,6490221372.202231,25.623585,253290915.4692,-0.985499,0.5023,62883.0738,-63458.8263,0.9909,17578
2025-05-29,combined,0.22833,5.365536,25.580503,0.209,-0.985574,0.5018,62591.3962,-63032.45,0.993,18266
2025-05-30,combined,4.837774,4554327.005632,25.551469,178241.2977,-0.985574,0.5013,62372.2528,-62700.1356,0.9948,18920
2025-06-02,combined,2.611555,48375.163843,25.588903,1890.4735,-0.985664,0.5012,62452.4581,-62751.4799,0.9952,19607
2025-06-03,combined,8.608606,97292171.914839,25.804942,3770292.2506,-0.985664,0.5014,62562.1566,-62910.5829,0.9945,20241
2025-06-04,combined,22.224247,57120295439.61878,25.739846,2219138978.186,-0.985664,0.5016,62365.2743,-62752.6925,0.9938,20918
2025-06-05,combined,8.107313,21195951.900654,25.7436,823348.4027,-0.985904,0.5013,62469.0582,-62790.3472,0.9949,21545
2025-06-06,combined,38.134492,636323278808.6049,25.752811,24708885951.739,-0.985904,0.5016,62599.0747,-62979.5272,0.994,22148
2025-06-09,combined,4.650098,259896.962779,25.768982,10085.6504,-0.985904,0.5016,62755.991,-63157.6671,0.9936,22780
2025-06-10,combined,7.28212,2672948.705284,25.758059,103771.3568,-0.985918,0.5016,62669.4505,-63073.767,0.9936,23447
2025-06-11,combined,4.025348,59635.232477,25.699029,2320.524,-0.986128,0.5014,62686.5739,-63024.82,0.9946,24054
2025-06-12,combined,4.077749,47830.577404,25.741811,1858.0883,-0.986128,0.5015,62761.8837,-63131.9823,0.9941,24740
2025-06-13,combined,6.729327,547974.891846,25.770668,21263.511,-0.986333,0.5015,62832.8984,-63212.5634,0.994,25384
2025-06-16,combined,2.055239,1136.063734,25.741723,44.1324,-0.986333,0.5016,62916.1304,-63318.6916,0.9936,26017
2025-06-17,combined,34.142778,3171293813.628886,25.677955,123502585.8948,-0.986333,0.5016,62803.8213,-63183.963,0.994,26702
2025-06-18,combined,13.767388,10371036.38933,25.772883,402401.1016,-0.986778,0.5015,62767.8256,-63148.8726,0.994,27337
2025-06-20,combined,8.288937,470684.682791,25.777067,18259.8224,-0.986914,0.5018,62838.9187,-63277.8539,0.9931,27969
2025-06-23,combined,24.509382,113907979.709551,25.760864,4421745.3837,-0.986914,0.5016,62759.9227,-63145.1591,0.9939,28630
2025-06-24,combined,5.318472,30437.801886,25.77331,1180.9807,-0.986914,0.5014,62761.1348,-63120.6349,0.9943,29280
2025-06-25,combined,12.461909,1532994.006634,25.808121,59399.6739,-0.986914,0.5013,62788.8627,-63099.8391,0.9951,29891
2025-06-26,combined,22.931513,24752964.974394,25.859425,957212.4965,-0.986914,0.5011,62937.0044,-63208.6857,0.9957,30512
2025-06-27,combined,5.740807,22424.249651,25.847777,867.5496,-0.986914,0.5012,62937.2555,-63246.7236,0.9951,31216
2025-06-30,combined,4.095581,4334.069922,25.859924,167.5972,-0.986914,0.501,62859.4624,-63119.3086,0.9959,31857
2025-07-01,combined,13.853892,805516.274044,25.849205,31162.1283,-0.986914,0.501,63001.4604,-63256.841,0.996,32470
2025-07-02,combined,39.637871,89127502.698564,25.858811,3446697.686,-0.986914,0.5008,63234.0578,-63417.5257,0.9971,33086
2025-07-03,combined,7.42561,30590.907239,25.942698,1179.1714,-0.986914,0.5005,63314.9832,-63448.243,0.9979,33575
2025-07-07,combined,5.648268,8160.054321,25.958903,314.3443,-0.986914,0.5006,63174.8219,-63317.0938,0.9978,34219
2025-07-08,combined,3.764227,1457.695517,26.013331,56.0357,-0.986914,0.5008,63177.5317,-63368.9117,0.997,34859
2025-07-09,combined,8.014766,23736.105887,26.005017,912.7503,-0.986914,0.5011,63181.1678,-63456.9797,0.9957,35503
2025-07-10,combined,16.692912,412188.528977,25.951088,15883.2845,-0.986914,0.5014,63113.1442,-63461.8132,0.9945,36105
2025-07-11,combined,26.889038,2456617.41642,26.007838,94456.8098,-0.986914,0.5014,63024.582,-63369.8545,0.9946,36745
2025-07-14,combined,8.680692,19211.91975,26.089674,736.3794,-0.986914,0.501,63110.6321,-63354.5704,0.9961,37450
2025-07-15,combined,23.221289,816890.807992,26.084563,31317.0208,-0.986914,0.5011,62942.1482,-63205.7286,0.9958,38151
2025-07-16,combined,23.990359,742410.197402,26.203121,28332.8909,-0.986914,0.5009,62927.1119,-63133.5563,0.9967,38834
2025-07-17,combined,12.08382,41056.757582,26.208611,1566.5362,-0.986914,0.5004,62932.6461,-63030.8572,0.9984,39485
2025-07-18,combined,31.139443,1334692.818963,26.231791,50880.7349,-0.986914,0.5003,62975.7416,-63040.8675,0.999,40147
2025-04-21,WMT,-0.009036,-0.898473,0.031962,-28.7367,-0.017722,0.2,20.0373,-10.0293,1.9979,33
2025-04-22,WMT,0.025728,23.55135,0.047865,491.6202,-0.017722,0.3793,31.918,-9.9765,3.1993,59
2025-04-23,WMT,0.010018,1.310165,0.039608,32.5735,-0.018937,0.3214,23.9232,-9.5745,2.4986,107
2025-04-24,WMT,0.005054,0.373864,0.039,9.0733,-0.030841,0.3194,23.3943,-10.2933,2.2728,139
2025-04-25,WMT,0.003962,0.220563,0.036354,5.5169,-0.030841,0.3222,21.2514,-9.6701,2.1976,170
2025-04-28,WMT,0.010339,0.540353,0.035255,14.7595,-0.030841,0.3366,20.5937,-9.4218,2.1858,193
2025-04-29,WMT,0.016226,0.785032,0.033656,22.7312,-0.030841,0.339,19.9097,-8.8233,2.2565,226
2025-04-30,WMT,0.021547,0.95719,0.034256,27.3586,-0.030841,0.3358,20.954,-9.0136,2.3247,267
2025-05-01,WMT,-0.004845,-0.127154,0.033224,-4.4292,-0.033301,0.3208,19.9507,-9.7202,2.0525,313
2025-05-02,WMT,-0.002348,-0.057509,0.032682,-2.3716,-0.033301,0.3204,19.6697,-9.4024,2.092,354
2025-05-05,WMT,-0.007505,-0.15852,0.031718,-5.6282,-0.035885,0.3182,19.0272,-9.25,2.057,389
2025-05-06,WMT,-0.013,-0.240268,0.030612,-8.5022,-0.041223,0.3163,18.0891,-8.9573,2.0195,423
2025-05-07,WMT,-0.025537,-0.394354,0.030554,-13.5613,-0.053402,0.3219,17.4128,-9.3431,1.8637,459
2025-05-08,WMT,-0.030289,-0.425142,0.030803,-14.4512,-0.05989,0.3173,17.6825,-9.405,1.8801,491
2025-05-09,WMT,-0.046978,-0.554417,0.030065,-19.1056,-0.074229,0.3097,16.9783,-9.3102,1.8236,527
2025-05-12,WMT,-0.047839,-0.537948,0.035505,-15.7148,-0.075773,0.3125,17.9662,-9.7772,1.8376,571
2025-05-13,WMT,-0.056169,-0.575534,0.034712,-17.1566,-0.084485,0.3149,17.2385,-9.6995,1.7773,611
2025-05-14,WMT,-0.046695,-0.488028,0.034578,-14.6923,-0.08705,0.3161,17.3546,-9.4052,1.8452,653
2025-05-15,WMT,-0.076994,-0.654457,0.04152,-16.244,-0.103387,0.3229,17.8001,-10.6381,1.6732,701
2025-05-16,WMT,-0.063659,-0.563415,0.041532,-14.0472,-0.106324,0.3243,18.1012,-10.3861,1.7428,735
2025-05-19,WMT,-0.071735,-0.59068,0.041422,-14.7429,-0.107235,0.3325,17.5062,-10.5519,1.6591,776
2025-05-20,WMT,-0.069369,-0.561107,0.041003,-14.1724,-0.107235,0.335,17.3012,-10.4542,1.6549,796
2025-05-21,WMT,-0.081793,-0.607395,0.040339,-15.5531,-0.108049,0.3325,16.9564,-10.4022,1.6301,833
2025-05-22,WMT,-0.082965,-0.597235,0.039816,-15.5023,-0.109847,0.331,16.8322,-10.2426,1.6434,861
2025-05-23,WMT,-0.082677,-0.580992,0.039166,-15.3447,-0.110381,0.3385,16.1975,-10.1455,1.5965,895
2025-05-27,WMT,-0.081987,-0.563567,0.038608,-15.115,-0.110381,0.3405,15.9844,-10.0263,1.5942,930
2025-05-28,WMT,-0.093061,-0.598151,0.037924,-16.2996,-0.118994,0.3361,15.6601,-9.854,1.5892,967
2025-05-29,WMT,-0.087751,-0.562455,0.037682,-15.4569,-0.118994,0.3406,15.4849,-9.755,1.5874,1006
2025-05-30,WMT,-0.072111,-0.478142,0.037855,-13.159,-0.118994,0.3443,15.7375,-9.6815,1.6255,1030
2025-06-02,WMT,-0.06868,-0.449914,0.037529,-12.5212,-0.118994,0.3465,15.6489,-9.6175,1.6271,1060
2025-06-03,WMT,-0.062815,-0.409846,0.037283,-11.5294,-0.118994,0.3499,15.5448,-9.5532,1.6272,1084
2025-06-04,WMT,-0.071743,-0.443598,0.036688,-12.6363,-0.118994,0.3434,15.358,-9.329,1.6463,1123
2025-06-05,WMT,-0.07925,-0.467678,0.036264,-13.448,-0.118994,0.3438,15.119,-9.3172,1.6227,1156
2025-06-06,WMT,-0.085177,-0.483062,0.035782,-14.0592,-0.118994,0.3384,15.0211,-9.1275,1.6457,1191
2025-06-09,WMT,-0.090346,-0.494283,0.035528,-14.4753,-0.118994,0.3382,14.8485,-9.0764,1.6359,1227
2025-06-10,WMT,-0.094927,-0.502508,0.03513,-14.8737,-0.122598,0.3355,14.731,-8.95,1.6459,1261
2025-06-11,WMT,-0.101784,-0.518623,0.034817,-15.47,-0.13009,0.3354,14.5552,-8.931,1.6297,1291
2025-06-12,WMT,-0.111516,-0.543475,0.034398,-16.3811,-0.136922,0.3293,14.4357,-8.7484,1.6501,1332
2025-06-13,WMT,-0.115664,-0.548076,0.034066,-16.6757,-0.143525,0.3265,14.4308,-8.6658,1.6653,1369
2025-06-16,WMT,-0.118999,-0.549857,0.033865,-16.8272,-0.144281,0.3248,14.379,-8.5902,1.6739,1398
2025-06-17,WMT,-0.119314,-0.542013,0.03358,-16.7363,-0.145004,0.3264,14.1936,-8.5173,1.6664,1433
2025-06-18,WMT,-0.119544,-0.53415,0.033338,-16.6223,-0.145961,0.3279,14.0283,-8.4512,1.6599,1469
2025-06-20,WMT,-0.107265,-0.485708,0.033325,-15.1752,-0.145961,0.332,14.0456,-8.4081,1.6705,1493
